courseCode,cohortSize
DIVI10079,11
DIVI10085,34
DIVI10087,19
DIVI10088,25
DIVI10089,24
DIVI10095,11
DIVI10101,21
DIVI10103,3
DIVI10104,13
DIVI10105,28
DIVI10106,1
DIVI10108,22
DIVI10109,30
DIVI10110,5
DIVI10111,2
DIVI10112,3
DIVI10113,2
DIVI10114,36
DIVI10115,18
DIVI11010,5
DIVI11011,53
DIVI11012,13
DIVI11014,7
DIVI11015,5
DIVI11016,8
DIVI11017,4
DIVI11018,3
DIVI11025,10
DIVI11027,3
DIVI11037,5
DIVI11039,1
DIVI11042,6
DIVI11043,3
DIVI11045,11
DIVI11046,11
DIVI11047,14
DIVI11049,4
DIVI11050,3
DIVI11051,3
DIVI11052,6
DIVI11053,2
DIVI11054,2
DIVI11055,2
DIVI11056,6
DIVI11057,4
DIVI11059,1
DIVI11060,1
DIVI11061,1
DIVI11062,2
DIVI11063,2
DIVI11064,1
EASC08004,117
EASC08008,84
EASC08011,84
EASC08016,18
EASC08020,60
EASC08021,73
EASC08024,33
EASC08025,30
EASC08026,43
EASC08028,98
EASC08029,106
EASC08030,100
EASC09036,23
EASC09051,11
EASC09052,39
EASC09054,7
EASC09055,7
EASC09056,27
EASC10009,18
EASC10011,7
EASC10015,5
EASC10036,12
EASC10043,8
EASC10048,21
EASC10049,21
EASC10065,10
EASC10080,6
EASC10082,30
EASC10086,21
EASC10087,14
EASC10094,6
EASC10100,6
EASC10101,45
EASC10103,47
EASC10105,23
EASC10106,37
EASC10107,30
EASC10108,14
EASC10109,8
EASC10110,7
EASC10111,14
EASC10115,10
EASC10116,6
EASC10119,4
EASC10120,8
EASC10121,7
EASC10122,3
EASC10123,22
EASC10124,9
EASC10126,11
EASC10127,32
EASC10128,19
EASC11005,4
EASC11006,3
EASC11008,24
EASC11009,2
ECHS11003,10
ECHS11004,5
ECHS11009,6
ECHS11014,2
ECHS11020,5
ECHS11021,7
ECLG10006,14
ECLG10007,14
ECLG10008,14
ECLG10009,29
ECLG11001,11
ECLG11002,11
ECLG11003,11
ECLG11004,13
ECLG11005,11
ECNM08003,86
ECNM08004,384
ECNM08006,341
ECNM08011,1
ECNM08013,445
ECNM08014,2
ECNM08016,306
ECNM08019,244
ECNM08020,40
ECNM08024,94
ECNM08025,157
ECNM08026,8
ECNM10022,13
ECNM10030,302
ECNM10052,391
ECNM10056,313
ECNM10061,87
ECNM10066,109
ECNM10068,51
ECNM10069,317
ECNM10070,367
ECNM10085,54
ECNM10085,4
ECNM10086,138
ECNM10087,118
ECNM10090,54
ECNM10096,98
ECNM10098,122
ECNM10100,14
ECNM10101,45
ECNM10104,55
ECNM10107,35
ECNM10108,77
ECNM10109,60
ECNM10110,22
ECNM10111,65
ECNM10112,27
ECNM10113,34
ECNM10114,98
ECNM10115,98
ECNM11002,66
ECNM11005,NA
ECNM11006,6
ECNM11008,NA
ECNM11009,9
ECNM11013,NA
ECNM11014,13
ECNM11015,19
ECNM11016,5
ECNM11017,10
ECNM11022,67
ECNM11023,61
ECNM11024,67
ECNM11025,67
ECNM11028,NA
ECNM11030,11
ECNM11031,23
ECNM11032,24
ECNM11041,9
ECNM11043,68
ECNM11048,7
ECNM11049,12
ECNM11051,67
ECNM11052,NA
ECNM11053,5
ECNM11060,6
ECNM11069,NA
ECNM11070,39
ECNM11071,NA
ECNM11072,2
ECNM11073,7
ECNM11074,NA
ECNM11075,NA
ECNM11076,NA
ECNM11077,NA
ECNM11078,6
ECNM11079,NA
ECNM11080,3
ECNM11081,7
ECNM11082,7
ECNM11083,7
ECNM11084,7
ECNM11085,7
ECNM11088,4
ECNM11089,56
ECNM11091,16
ECNM11094,6
ECNM11095,37
ECNM11096,37
ECNM11097,NA
ECNM11098,62
ECNM11099,29
ECNM12001,NA
ECSC08003,85
ECSC08007,69
ECSC08008,60
ECSC08010,80
ECSC08011,63
ECSC08012,87
ECSC09002,39
ECSC09004,38
ECSC09005,66
ECSC10025,16
ECSC10030,44
ECSC10031,15
ECSC10032,58
ECSC10033,59
ECSC10034,59
ECSC10036,40
ECSC10037,39
ECSC10038,36
ECSC10039,13
ECSH08043,56
ECSH10004,20
ECSH10070,25
ECSH10087,18
ECSH10091,24
ECSH10094,25
ECSH10103,13
ECSH10106,16
ECSH10107,23
EDUA07004,16
EDUA07005,16
EDUA07007,16
EDUA07008,16
EDUA07009,16
EDUA08045,21
EDUA08090,20
EDUA08091,21
EDUA08092,30
EDUA08093,31
EDUA08096,10
EDUA08097,14
EDUA08099,101
EDUA08100,109
EDUA08104,85
EDUA08105,17
EDUA08106,9
EDUA08107,95
EDUA08111,8
EDUA08112,1
EDUA08113,1
EDUA08116,38
EDUA08117,98
EDUA08118,85
EDUA08119,85
EDUA08120,85
EDUA08121,8
EDUA08121,7
EDUA08122,8
EDUA08123,8
EDUA08124,8
EDUA08125,30
EDUA09003,12
EDUA09004,12
EDUA09005,12
EDUA09006,12
EDUA10082,8
EDUA10093,12
EDUA10150,13
EDUA10154,28
EDUA10156,28
EDUA10157,33
EDUA10160,126
EDUA10161,132
EDUA10162,139
EDUA10163,127
EDUA10164,126
EDUA10168,5
EDUA10172,99
EDUA10175,92
EDUA10176,95
EDUA10177,93
EDUA10178,NA
EDUA10179,98
EDUA10180,94
EDUA10187,5
EDUA10189,5
EDUA10193,97
EDUA10198,5
EDUA10202,8
EDUA10204,42
EDUA10206,40
EDUA10207,40
EDUA10208,NA
EDUA10214,14
EDUA10215,126
EDUA10216,2
EDUA11034,44
EDUA11038,45
EDUA11039,47
EDUA11040,42
EDUA11041,46
EDUA11042,47
EDUA11045,26
EDUA11048,116
EDUA11053,23
EDUA11116,17
EDUA11117,24
EDUA11119,24
EDUA11120,26
EDUA11174,25
EDUA11187,157
EDUA11194,NA
EDUA11206,20
EDUA11209,41
EDUA11210,43
EDUA11212,125
EDUA11214,16
EDUA11215,14
EDUA11233,63
EDUA11235,9
EDUA11236,27
EDUA11238,7
EDUA11239,16
EDUA11244,12
EDUA11248,345
EDUA11249,35
EDUA11255,45
EDUA11257,228
EDUA11258,2
EDUA11282,129
EDUA11283,83
EDUA11284,46
EDUA11286,1
EDUA11287,6
EDUA11288,131
EDUA11289,126
EDUA11290,5
EDUA11291,42
EDUA11292,57
EDUA11293,23
EDUA11296,40
EDUA11297,73
EDUA11298,3
EDUA11299,93
EDUA11300,73
EDUA11301,80
EDUA11304,14
EDUA11309,1
EDUA11314,NA
EDUA11321,20
EDUA11323,38
EDUA11324,28
EDUA11327,26
EDUA11328,16
EDUA11329,230
EDUA11333,20
EDUA11336,29
EDUA11337,14
EDUA11338,61
EDUA11340,22
EDUA11341,13
EDUA11342,21
EDUA11343,48
EDUA11344,NA
EDUA11346,12
EDUA11347,161
EDUA11348,11
EDUA11352,12
EDUA11353,10
EDUA11354,29
EDUA11358,32
EDUA11363,136
EDUA11366,1
EDUA11367,17
EDUA11369,1
EDUA11370,17
EDUA11371,13
EDUA11372,17
EDUA11373,14
EDUA11374,13
EDUA11375,13
EDUA11376,13
EDUA11380,14
EDUA11381,11
EDUA11382,2
EDUA11383,13
EDUA11384,18
EDUA11385,137
EDUA11386,9
EDUA11391,6
EDUA11395,12
EDUA11396,1
EDUA11397,1
EDUA11400,39
EDUA11401,1
EDUA11403,19
EDUA11404,31
EDUA11405,14
EDUA11407,26
EDUA11408,15
EDUA11409,5
EDUA11412,40
EDUA11413,50
EDUA11414,23
EDUA11415,48
EDUA11416,30
EDUA11418,40
EDUA11419,115
EDUA11420,25
EDUA11421,14
EDUA11424,13
EDUA11425,13
EDUA11426,32
EDUA11428,23
EDUA11430,NA
EDUA11431,24
EDUA11433,18
EDUA11434,15
EDUA11436,27
EDUA11437,32
EDUA11439,20
EDUA11440,47
EDUA11441,127
EDUA11442,127
EDUA11443,30
EDUA11444,30
EDUA11444,13
EDUA11445,5
EDUA11446,4
EDUA11448,2
EDUA11449,126
EDUA11450,15
EDUA11451,NA
EDUA11452,24
EDUA11453,22
EDUA11454,44
EDUA11455,NA
EDUA11456,NA
EDUA11457,77
EDUA11458,16
EDUA11460,NA
EDUA11461,5
EDUA11462,23
EFIE07001,35
EFIE07003,33
EFIE08001,58
EFIE08002,73
EFIE08003,66
EFIE08004,26
EFIE08008,39
EFIE11001,13
EFIE11002,77
EFIE11003,20
EFIE11004,56
EFIE11005,6
EFIE11006,22
EFIE11007,19
EFIE11008,3
EFIE11009,5
EFIE11010,23
EFIE11013,NA
EFIE11014,12
EFIE11015,19
EFIE11016,19
EFIE11017,8
EFIE11018,15
EFIE11019,2
EFIE11020,25
EFIE11023,143
EFIE11024,37
EFIE11025,74
EFIE11026,14
EFIE11027,147
EFIE11028,25
EFIE11029,68
EFIE11030,15
EFIE11032,17
EFIE11033,1
EFIE11036,14
EFIE11037,2
EFIE11038,16
EFIE11039,NA
EFIE11040,23
EFIE11041,5
EFIE11042,21
EFIE11043,5
EFIE11044,20
EFIE11045,8
EFIE11050,15
EFIE11051,1
EFIE11052,11
EFIE11053,4
EFIE11054,23
EFIE11055,7
EFIE11056,17
EFIE11057,6
EFIE11058,22
EFIE11059,8
EFIE11062,10
EFIE11063,7
EFIE11064,14
EFIE11065,3
EFIE11066,13
EFIE11067,4
EFIE11068,12
EFIE11069,3
EFIE11070,15
EFIE11071,4
EFIE11072,16
EFIE11073,3
EFIE11074,13
EFIE11075,3
EFIE11078,17
EFIE11079,2
EFIE11080,20
EFIE11081,3
EFIE11082,21
EFIE11083,5
EFIE11084,20
EFIE11085,3
EFIE11086,22
EFIE11087,2
EFIE11088,13
EFIE11089,2
EFIE11090,9
EFIE11091,4
EFIE11092,17
EFIE11093,3
EFIE11094,21
EFIE11095,NA
EFIE11096,11
EFIE11097,3
EFIE11098,14
EFIE11099,5
EFIE11100,14
EFIE11101,1
EFIE11102,13
EFIE11103,3
EFIE11104,19
EFIE11105,2
EFIE11106,11
EFIE11107,4
EFIE11110,11
EFIE11111,1
EFIE11112,16
EFIE11113,2
EFIE11114,22
EFIE11115,1
EFIE11118,19
EFIE11119,19
EFIE11120,19
EFIE11121,20
EFIE11122,5
EFIE11123,20
EFIE11124,5
EFIE11125,15
EFIE11126,4
EFIE11127,15
EFIE11128,4
EFIE11129,16
EFIE11130,2
EFIE11131,16
EFIE11132,2
EFIE11133,19
EFIE11134,2
EFIE11135,19
EFIE11136,2
EFIE11137,12
EFIE11138,1
EFIE11139,12
EFIE11140,1
EFIE11141,24
EFIE11142,6
EFIE11143,14
EFIE11144,NA
EFIE11145,13
EFIE11146,4
EFIE11147,9
EFIE11148,NA
EFIE11149,9
EFIE11150,NA
EFIE11151,9
EFIE11152,NA
EFIE11153,9
EFIE11154,1
EFIE11155,18
EFIE11156,1
EFIE11157,7
EFIE11158,NA
EFIE11159,18
EFIE11160,9
EFIE11161,17
EFIE11162,9
EFIE11163,20
EFIE11164,7
EFIE11165,20
EFIE11166,11
EFIE11167,22
EFIE11168,8
EFIE11169,16
EFIE11170,6
EFIE11171,6
EFIE11172,5
EFIE11173,6
EFIE11174,4
EFIE11175,13
EFIE11176,2
EFIE11177,12
EFIE11178,6
EFIE11179,11
EFIE11180,2
EFIE11181,9
EFIE11182,2
EFIE11183,10
EFIE11184,5
EFIE11185,10
EFIE11186,1
EFIE11187,10
EFIE11188,NA
EFIE11189,10
EFIE11190,1
EFIE11191,12
EFIE11192,1
EFIE11193,17
EFIE11194,2
EFIE11195,5
EFIE11196,2
EFIE11197,11
EFIE11198,3
EFIE11199,9
EFIE11200,NA
EFIE11201,15
EFIE11202,2
EFIE11203,6
EFIE11204,2
EFIE11205,9
EFIE11206,NA
EFIE11207,9
EFIE11208,NA
EFIE11209,15
EFIE11210,2
EFIE11211,6
EFIE11212,2
EFIE11213,9
EFIE11214,NA
EFIE11215,9
EFIE11216,4
EFIE11217,5
EFIE11218,NA
EFIE11219,5
EFIE11220,1
EFIE11221,9
EFIE11222,1
EFIE11223,20
EFIE11224,5
EFIE11225,12
EFIE11226,5
EFIE11227,9
EFIE11228,1
EIBM10001,3
EIBM10002,NA
ELCC08003,139
ELCC08005,50
ELCC08006,49
ELCC08007,45
ELCC08008,41
ELCC08009,40
ELCC08010,50
ELCC09001,4
ELCC10005,93
ELCC10006,89
ELCC10007,53
ELCC10011,158
ELCC10013,120
ELCC10014,36
ELCC10015,98
ELCC10016,2
ELCC10017,33
ELCC10018,21
ELCC10019,9
ELCC10020,2
ELCC10021,4
ELCC10022,6
ELCC11006,16
ELCC11018,17
ELCC11019,14
ELCC11021,40
ELCF07007,20
ELCF07007,30
ELCF07008,53
ELCF07008,58
ELCF07011,56
ELCF07011,58
ELCF08004,18
ELCF08004,21
ELCF08005,36
ELCF08006,152
ELCF08009,29
ELCF08012,131
ELCF08013,131
ELCF09010,2
ELCF09017,2
ELCF09022,2
ELCF09023,4
ELCF09030,1
ELCF09031,1
ELCF09032,NA
ELCF09033,3
ELCF09034,2
ELCF09035,4
ELCF09036,1
ELCF09037,1
ELCF09038,NA
ELCF09039,3
ELCF09040,3
ELCF09041,2
ELCF09042,NA
ELCF09043,1
ELCF10002,120
ELCF10003,78
ELCF10036,13
ELCF10064,15
ELCF10066,13
ELCF10067,10
ELCF10070,6
ELCF10071,18
ELCF10072,4
ELCF10073,8
ELCF10074,18
ELCF10075,18
ELCF10076,2
ELCF10077,11
ELCF10078,125
ELCF10079,7
ELCF10081,13
ELCF10082,17
ELCF10083,7
ELCF10084,11
ELCF11006,NA
ELCG07008,44
ELCG07009,114
ELCG08001,32
ELCG08002,47
ELCG08008,54
ELCG08009,21
ELCG08011,21
ELCG08012,19
ELCG08013,22
ELCG08014,25
ELCG08016,10
ELCG08017,15
ELCG09005,3
ELCG09007,NA
ELCG09010,4
ELCG09014,2
ELCG09015,NA
ELCG09016,4
ELCG09017,4
ELCG10016,36
ELCG10017,21
ELCG10022,11
ELCG10025,13
ELCG10031,15
ELCG10035,43
ELCG10036,17
ELCG10037,8
ELCG11006,NA
ELCG11010,NA
ELCH07010,60
ELCH07010,78
ELCH07011,146
ELCH07011,119
ELCH07017,16
ELCH07017,29
ELCH07020,9
ELCH07020,15
ELCH08001,49
ELCH08002,122
ELCH08007,4
ELCH08012,23
ELCH08013,5
ELCH08017,6
ELCH08018,104
ELCH08019,103
ELCH08021,18
ELCH08022,6
ELCH08023,12
ELCH08024,2
ELCH09001,4
ELCH09005,2
ELCH09009,NA
ELCH09010,2
ELCH09011,4
ELCH09016,NA
ELCH09020,NA
ELCH09025,5
ELCH09026,3
ELCH09028,2
ELCH09029,3
ELCH09030,2
ELCH09031,3
ELCH09032,1
ELCH09033,NA
ELCH10012,7
ELCH10013,11
ELCH10019,8
ELCH10026,99
ELCH10027,65
ELCH10040,5
ELCH10053,10
ELCH10055,1
ELCH10058,2
ELCH10062,1
ELCH10068,3
ELCH10069,116
ELCH10070,19
ELCH10071,7
ELCH10072,11
ELCH10073,34
ELCH10074,17
ELCH10075,21
ELCH10076,6
ELCH10077,7
ELCH11006,NA
ELCH11009,NA
ELCH11011,NA
ELCH11013,1
ELCH11014,NA
ELCH11015,NA
ELCH11016,1
ELCI07006,28
ELCI07007,103
ELCI07007,39
ELCI08001,83
ELCI08004,46
ELCI08005,43
ELCI09015,NA
ELCI10018,21
ELCI10019,32
ELCI10034,24
ELCI10035,12
ELCI10037,22
ELCI10038,5
ELCI11003,NA
ELCI11008,NA
ELCI11009,NA
ELCR08002,12
ELCR08005,31
ELCR08008,9
ELCR08009,26
ELCR08010,52
ELCR08011,52
ELCR09001,NA
ELCR09002,NA
ELCR09003,1
ELCR09006,1
ELCR09007,1
ELCR10002,20
ELCR10003,22
ELCR10004,18
ELCR10018,13
ELCR10021,23
ELCR10022,29
ELCR11003,NA
ELCR11004,7
ELCS08008,NA
ELCS08011,14
ELCS08013,8
ELCS08027,20
ELCS08028,12
ELCS08029,7
ELCS08030,2
ELCS08031,2
ELCS08032,3
ELCS08033,8
ELCS08037,47
ELCS08038,44
ELCS08039,10
ELCS08041,10
ELCS09010,NA
ELCS09012,NA
ELCS09013,NA
ELCS09014,NA
ELCS09016,NA
ELCS09017,3
ELCS09018,1
ELCS10008,15
ELCS10009,8
ELCS10011,6
ELCS10034,NA
ELCS10036,3
ELCS10037,6
ELCS10038,3
ELCS10039,9
ELCS10040,10
ELCS10041,9
ELCS10042,5
ELCS11004,NA
ELCS11005,NA
ELCS11007,NA
ELCS11013,2
ELCS11014,1
ELEE08015,200
ELEE08016,224
ELEE08020,163
ELEE08021,169
ELEE08022,178
ELEE09016,143
ELEE09023,124
ELEE09024,18
ELEE09026,157
ELEE09027,136
ELEE09029,152
ELEE09032,139
ELEE09034,126
ELEE09035,162
ELEE10003,16
ELEE10006,35
ELEE10007,35
ELEE10010,56
ELEE10011,35
ELEE10017,86
ELEE10020,20
ELEE10021,32
ELEE10023,31
ELEE10028,21
ELEE10029,46
ELEE10030,44
ELEE10031,54
ELEE10032,41
ELEE11043,16
ELEE11044,28
ELEE11045,NA
ELEE11049,27
ELEE11054,13
ELEE11073,12
ELEE11083,29
ELEE11085,36
ELEE11089,11
ELEE11090,25
ELEE11091,27
ELEE11092,9
ELEE11093,1
ELEE11095,11
ELEE11097,22
ELEE11103,9
ELEE11104,13
ELEE11106,3
ELEE11107,31
ELEE11109,30
ELEE11110,26
ELEE11111,6
EMND11003,NA
EMND11004,1
EMND11006,5
EMND11006,27
EMND11008,24
EMND11009,NA
EMND11021,10
EMND11023,NA
EMND11029,10
EMND11030,NA
EMND11031,15
EMND11033,6
ENAI07012,28
ENAI07013,20
ENDO11001,2
ENDO11002,2
ENDO12001,2
ENDO12002,2
ENDO12003,2
ENDO12004,NA
ENDO12005,NA
ENDO12006,NA
ENLI07001,19
ENLI08015,NA
ENLI08020,387
ENLI08021,362
ENLI08022,76
ENLI08023,70
ENLI08024,313
ENLI08025,315
ENLI10080,42
ENLI10083,14
ENLI10096,10
ENLI10099,49
ENLI10110,30
ENLI10113,13
ENLI10114,15
ENLI10115,15
ENLI10115,17
ENLI10119,30
ENLI10133,24
ENLI10178,25
ENLI10183,11
ENLI10200,10
ENLI10202,29
ENLI10206,9
ENLI10207,44
ENLI10210,12
ENLI10211,14
ENLI10217,24
ENLI10221,7
ENLI10223,29
ENLI10245,30
ENLI10249,14
ENLI10255,12
ENLI10265,32
ENLI10267,14
ENLI10271,28
ENLI10273,13
ENLI10279,30
ENLI10280,17
ENLI10286,14
ENLI10310,14
ENLI10315,14
ENLI10326,31
ENLI10329,189
ENLI10332,30
ENLI10333,13
ENLI10335,30
ENLI10340,12
ENLI10341,29
ENLI10342,15
ENLI10344,23
ENLI10345,30
ENLI10349,17
ENLI10351,31
ENLI10353,10
ENLI10354,11
ENLI10355,23
ENLI10357,12
ENLI10357,11
ENLI10366,12
ENLI10367,49
ENLI10368,90
ENLI10369,26
ENLI10370,30
ENLI10373,92
ENLI10375,28
ENLI10377,25
ENLI10378,6
ENLI10381,10
ENLI10383,24
ENLI10387,16
ENLI10388,14
ENLI10389,12
ENLI10391,32
ENLI10398,24
ENLI10399,9
ENLI10406,30
ENLI10409,12
ENLI10410,13
ENLI10412,9
ENLI10413,10
ENLI10414,20
ENLI10415,24
ENLI10417,12
ENLI10420,11
ENLI10421,10
ENLI10422,59
ENLI10423,208
ENLI10424,220
ENLI10426,14
ENLI10427,8
ENLI10428,15
ENLI10429,12
ENLI11007,5
ENLI11026,63
ENLI11027,63
ENLI11032,63
ENLI11038,6
ENLI11046,6
ENLI11061,4
ENLI11067,3
ENLI11072,3
ENLI11077,2
ENLI11079,29
ENLI11087,1
ENLI11096,57
ENLI11122,3
ENLI11125,137
ENLI11126,14
ENLI11134,33
ENLI11138,8
ENLI11140,21
ENLI11141,22
ENLI11146,NA
ENLI11149,1
ENLI11151,3
ENLI11152,14
ENLI11174,20
ENLI11176,11
ENLI11177,10
ENLI11178,10
ENLI11181,59
ENLI11182,59
ENLI11185,5
ENLI11195,4
ENLI11195,2
ENLI11196,10
ENLI11199,2
ENLI11200,30
ENLI11208,3
ENLI11209,6
ENLI11211,2
ENLI11212,4
ENLI11213,6
ENLI11215,4
ENLI11228,NA
ENLI11233,4
ENLI11235,6
ENLI11236,3
ENLI11241,3
ENLI11248,7
ENLI11249,2
ENLI11255,13
ENLI11257,6
ENLI11262,15
ENLI11264,3
ENLI11265,4
ENLI11267,3
ENLI11268,4
ENLI11271,6
ENLI11272,3
ENLI11274,13
ENLI11275,1
ENLI11277,3
ENLI11278,15
ENVI10001,45
ENVI11002,12
EPCC11001,47
EPCC11002,48
EPCC11003,50
EPCC11004,47
EPCC11005,37
EPCC11006,26
EPCC11007,34
EPCC11008,51
EPCC11009,38
EPCC11010,40
EPCC11011,46
EPCC11012,31
EPCC11013,14
EPCC11014,40
EPCC11015,NA
EPCC11016,NA
EPCC11018,NA
EPCD11004,NA
EQSC11036,12
EQSC11046,NA
EQSC11047,8
EQSC11048,24
EQSC11049,NA
EQSC11050,18
EQSC11051,15
EQSC11052,NA
EQSC11053,18
EVBI10001,8
EVBI10008,8
EVBI10009,18
EVBI10010,19
EVBI10011,29
FREN07001,NA
GEGR08002,88
GEGR08003,125
GEGR08004,100
GEGR08007,211
GEGR08009,149
GEGR08010,220
GEGR08011,106
GEGR08012,36
GEGR08013,38
GEGR09012,115
GEGR09018,31
GEGR09019,30
GEGR09020,79
GEGR09025,37
GEGR09026,19
GEGR10023,13
GEGR10053,133
GEGR10064,24
GEGR10072,22
GEGR10075,24
GEGR10102,43
GEGR10107,11
GEGR10114,42
GEGR10116,21
GEGR10118,27
GEGR10119,18
GEGR10120,107
GEGR10123,45
GEGR10125,26
GEGR10126,29
GEGR10128,45
GEGR10129,29
GEGR10130,13
GEGR10131,41
GEGR10132,25
GEGR10133,79
GEGR10134,24
GEGR10136,18
GEGR10137,34
GEGR10138,43
GEGR10139,37
GEGR10140,37
GEGR10141,11
GEGR10142,42
GEGR10144,1
GEGR11001,34
GENE10004,7
GENE10011,6
GENE10015,16
GENE10019,6
GENS12001,16
GENS12002,16
GENS12003,16
GENS12004,16
GENS12005,16
GENS12006,16
GENS12007,16
GENS12008,22
GENS12009,22
GENS12010,24
GESC08003,126
GESC10001,NA
GESC11001,18
GESC11002,7
GESC11003,7
GESC11004,3
GESC11005,3
GESC11009,20
GESC11010,32
GESC11014,3
GESC11016,24
GLHE11006,24
GLHE11009,NA
GLHE11012,NA
GLHE11016,NA
GLHE11017,50
GLHE11041,NA
GLHE11048,26
GLHE11063,39
GLHE11065,8
GLHE11071,27
GLHE11072,NA
GLHE11073,24
GLHE11074,31
GLHE11076,9
GLHE11077,36
GLHE11078,32
GLHE11079,27
GLHE11080,17
GLHE11082,6
GLHE11084,NA
GLHE11085,NA
GLHE11087,13
GLHE11090,2
GLHE11092,26
GLHE11093,15
GLHE11094,15
GMED11035,NA
GMED11036,1
GMED11037,1
GMED11038,1
GMED11040,NA
GREE08003,41
GREE08004,34
GREE08005,12
GREE08006,12
GREE08007,7
GREE08008,24
GREE08009,18
GREE10001,16
GREE10003,9
GREE10003,1
GREE10009,12
GREE10010,5
GREE10014,13
GREE10017,1
GREE10018,2
GREE10027,NA
GREE10028,NA
GREE10029,18
HEIN11037,59
HEIN11039,42
HEIN11040,34
HEIN11041,7
HEIN11042,NA
HEIN11043,14
HEIN11044,NA
HEIN11045,NA
HEIN11046,23
HEIN11047,15
HEIN11048,18
HEIN11049,4
HEIN11050,NA
HEIN11053,14
HEIN11054,26
HEIN11055,25
HEIN11056,10
HEIN11057,26
HEIN11059,25
HEIN11060,67
HEIN11060,63
HEIN11060,14
HEIN11061,NA
HEIN11062,37
HEIN11063,48
HEIN11066,52
HEIN11068,40
HEIN11070,4
HEIN11071,NA
HEIN11076,49
HIAR08025,233
HIAR08026,235
HIAR08027,206
HIAR08028,170
HIAR10005,24
HIAR10006,90
HIAR10008,16
HIAR10013,23
HIAR10014,22
HIAR10029,19
HIAR10035,15
HIAR10053,21
HIAR10065,21
HIAR10066,19
HIAR10068,19
HIAR10084,22
HIAR10102,24
HIAR10103,24
HIAR10106,15
HIAR10107,8
HIAR10108,20
HIAR10114,19
HIAR10119,21
HIAR10120,19
HIAR10122,19
HIAR10124,18
HIAR10134,20
HIAR10135,20
HIAR10145,21
HIAR10149,7
HIAR10155,11
HIAR10156,23
HIAR10157,15
HIAR10162,NA
HIAR10163,19
HIAR10164,20
HIAR10165,20
HIAR10166,9
HIAR10169,20
HIAR10170,98
HIAR10171,119
HIAR10172,20
HIAR10174,20
HIAR10175,18
HIAR10180,22
HIAR10191,17
HIAR10195,17
HIAR10196,20
HIAR10197,9
HIAR10198,11
HIAR10199,19
HIAR10200,20
HIAR10201,17
HIAR10202,21
HIAR10203,12
HIAR10204,15
HIAR10205,15
HIAR10206,20
HIAR11021,17
HIAR11026,1
HIAR11027,1
HIAR11028,10
HIAR11034,15
HIAR11036,13
HIAR11037,71
HIAR11038,78
HIAR11040,12
HIAR11043,18
HIAR11054,22
HIAR11066,9
HIAR11071,NA
HIAR11072,NA
HIAR11079,NA
HIAR11082,9
HIAR11085,3
HIAR11092,2
HIAR11093,9
HIAR11094,9
HIAR11095,18
HIAR11099,6
HIAR11100,13
HIAR11105,14
HIAR11106,16
HIAR11107,19
HIAR11108,12
HIAR11112,12
HIAR11113,11
HIAR11114,82
HIAR11123,20
HIAR11124,21
HIAR11125,14
HIAR11126,29
HIAR11127,5
HIAR11131,19
HIAR11132,13
HIAR11133,16
HIAR11134,3
HIST07001,NA
HIST08032,422
HIST08034,354
HIST08035,278
HIST08036,133
HIST08040,102
HIST08041,74
HIST08042,67
HIST08043,209
HIST08044,360
HIST08045,183
HIST10039,46
HIST10040,20
HIST10092,16
HIST10103,25
HIST10116,23
HIST10155,13
HIST10281,27
HIST10302,20
HIST10306,16
HIST10308,29
HIST10309,291
HIST10334,28
HIST10336,29
HIST10337,25
HIST10341,45
HIST10349,16
HIST10356,15
HIST10362,31
HIST10372,15
HIST10379,19
HIST10380,24
HIST10383,24
HIST10385,30
HIST10389,24
HIST10390,14
HIST10403,15
HIST10412,19
HIST10415,25
HIST10416,50
HIST10422,46
HIST10425,283
HIST10426,232
HIST10429,14
HIST10433,25
HIST10434,20
HIST10435,29
HIST10436,39
HIST10438,15
HIST10444,30
HIST10449,14
HIST10450,15
HIST10451,13
HIST10457,25
HIST10464,15
HIST10465,14
HIST10466,25
HIST10467,23
HIST10468,10
HIST10469,21
HIST10472,19
HIST10477,14
HIST10479,21
HIST10483,15
HIST10484,50
HIST10485,25
HIST10486,30
HIST10488,23
HIST10489,48
HIST10490,14
HIST10492,49
HIST10494,49
HIST10495,32
HIST10496,15
HIST10497,15
HIST10498,15
HIST10499,12
HIST10501,28
HIST10502,32
HIST10503,20
HIST10504,23
HIST10505,18
HIST10506,16
HIST10507,14
HIST10508,20
HIST10511,10
IBMS07001,146
IBMS08001,148
IBMS08004,146
IBMS08005,NA
IBMS08006,139
IBMS08007,95
IBMS08008,95
IBMS08009,150
IBMS08010,97
IBMS08011,63
IBMS08012,82
IBMS08013,47
IBMS08014,49
IBMS08015,47
IBMS09001,91
IBMS09002,91
IBMS09003,65
IBMS09004,115
IBMS09005,18
IBMS09006,68
IBMS09007,133
IBMS09008,42
IBMS09009,42
IBMS10003,117
IBMS10005,117
IBMS10006,NA
IBMS10007,35
IBMS10008,117
IBMS10010,71
IBMS10011,11
IBMS10012,117
IBMS12001,7
IBMS12002,11
IMED11001,40
IMED11003,40
IMED11004,40
IMED11005,30
IMED11006,40
IMED11007,29
IMED11008,23
IMED11009,13
IMED11010,28
IMED11012,20
IMED11013,22
IMED11014,NA
IMED11015,27
IMED11016,13
IMED11017,30
IMED11018,6
IMED11019,30
IMED11020,29
IMED11021,14
IMED11022,7
IMED11023,12
IMED11024,40
