courseName,courseCode,cohortSize
Thinking and Reasoning,PSYL10138,38
Social Psychology of Groups,PSYL10140,101
Methods and Controversies in Parapsychology,PSYL10149,49
Psychology in Action,PSYL10150,161
Perception, Action, Cognition,PSYL10152,49
Developmental Psychopathology,PSYL10153,99
Human Personality,PSYL10157,46
Origins of competence: Cognitive Ability, Interests, and Conscientiousness,PSYL10158,59
Behavioural Genetics,PSYL10161,48
History and Theory of Psychology,PSYL10163,29
From Perception to Cognition: A Journey in Colour,PSYL10166,78
Data Analysis for Psychology in R 3,PSYL10168,251
Transition to Adulthood - Finding a Place in the World,PSYL10170,47
Language and Cognition,PSYL10171,75
Qualitative Methods in Psychology,PSYL10174,243
The Psychology of Conversation,PSYL10175,48
Induction: Analogy, Learning, and Generalisation in Humans and Machines,PSYL10176,40
Moral Psychology in the Real World,PSYL10177,100
Big Data and Psychological Science,PSYL10178,38
Gender and Psychology,PSYL10179,75
Human Speech:  Beyond Written Language,PSYL10180,46
Towards A Decolonised Approach to Psychology & Language,PSYL10182,42
Active Vision,PSYL10183,55
Dissertation in Human Cognitive Neuropsychology,PSYL11032,24
Dissertation in Individual Differences Psychology,PSYL11033,20
Dissertation in Psychology,PSYL11034,17
Dissertation (MScR, Psychology General),PSYL11036,1
Dissertation with Coursework (MScR, Psychology General),PSYL11037,1
Clinical Neuropsychology,PSYL11058,36
Postgraduate Dissertation in Psychology of Language,PSYL11062,13
Psychological Research Skills,PSYL11065,91
Seminar in Intelligence,PSYL11078,20
Dissertation in Social Psychology,PSYL11092,8
Multivariate Statistics and Methodology using R,PSYL11098,96
Univariate Statistics and Methodology using R,PSYL11099,94
Brain Imaging in Cognitive Neuroscience,PSYL11100,29
Contemporary Topics in Cognitive Neuroscience,PSYL11101,23
Specialist Techniques in Cognitive Neuroscience,PSYL11102,25
Developmental Science 1,PSYL11103,9
Developmental Science 2,PSYL11104,11
Seminar in Personality,PSYL11107,20
Neuroscience of Language,PSYL11108,30
Psychology of Language 1,PSYL11109,17
Psychology of Language 2,PSYL11110,15
Current Approaches in Social Psychology,PSYL11111,9
Problem-based Social Psychological Research,PSYL11112,11
Qualitative Methodologies in Psychological Research,PSYL11113,26
Dissertation in Developmental Science,PSYL11114,9
Health Promotion,PUHR11001,65
Communicable Disease Control and Environmental Health,PUHR11008,32
Epidemiology for Public Health,PUHR11016,67
Introduction to Epidemiology,PUHR11032,69
Introduction to Qualitative Research,PUHR11033,68
Introduction to Systematic Reviews,PUHR11038,81
Statistical Modelling,PUHR11040,28
Public Health Ethics,PUHR11047,NA
Dissertation (Public Health),PUHR11049,69
Dissertation (Public Health),PUHR11049,NA
Introduction to Statistics,PUHR11050,67
Investing in Global Health and Development,PUHR11054,25
Global Health Epidemiology,PUHR11056,29
Developing and Evaluating Complex Public Health Interventions,PUHR11057,27
Introduction to Health Promotion,PUHR11058,41
Data Analysis for Epidemiology,PUHR11063,15
Statistical Modelling for Epidemiology,PUHR11064,41
Societies, Reproduction and Health,PUHR11065,6
Introduction to Environmental and Occupational Epidemiology,PUHR11066,11
Intermediate Epidemiology,PUHR11067,50
Epidemiology for Public Health Practice,PUHR11068,41
Systematic Reviews,PUHR11069,31
Integrating public health practice,PUHR11074,15
Integrating public health practice,PUHR11074,NA
Maternal, Newborn and Child Health in a Global Context,PUHR11076,16
Leadership and Management in Public Health,PUHR11079,24
Research Design for Public and Global Health,PUHR11080,33
Public Policy for Health,PUHR11081,35
Introduction to Public Health,PUHR11082,37
Public health approaches to declining health, dying and bereavement,PUHR11083,7
Introduction to Health Economics and Resource Allocation,PUHR11084,42
Principles of Public Health,PUHR11085,64
Governance and financial management for public health projects,PUHR11087,7
Qualitative interviewing and data analysis for public health,PUHR11088,21
Intermediate Epidemiology,PUHR11089,NA
Sociology of Health and Illness,PUHR11091,12
Health Promotion,PUHR11097,NA
Data analysis with R,PUHR11103,40
Principles of Epidemiology and Statistics,PUHR11105,22
The Challenges of Ageing and Care,PUHR11106,8
Credits Awarded to Taught Courses [University of Glasgow] Data Science MED5378,PUHR11107,NA
Credits Awarded for Taught Courses [University of Glasgow] Evidence-Based Methods & Stats MED5538,PUHR11111,NA
Advanced Epidemiology,PUHR11112,14
Infectious Disease Epidemiology,PUHR11113,17
Introduction to R for Public Health,PUHR11114,40
Research Design for Public Health,PUHR11115,71
Advanced Statistics,PUHR11116,11
Introduction to Genetic and Molecular Epidemiology,PUHR11117,9
Research Design for Epidemiology,PUHR11118,16
Dissertation (MSc Epidemiology),PUHR11119,16
Research Proposal (Reproductive Biology),REBM11018,5
Reproductive Sciences Project I,REBM11021,5
Reproductive mechanisms and systems,REBM11023,NA
Reproductive Sciences Project II,REBM11024,5
The Nature of Enquiry,REDU11002,11
Understanding Research Concepts,REDU11010,91
Research Process,REDU11011,92
Dissertation (Performance Psychology),REDU11024,49
Dissertation (Strength and Conditioning),REDU11026,20
Qualitative Data Research,REDU11028,14
Quantitative Data Analysis with SPSS,REDU11029,25
Conceptualising research: Foundations, assumptions and praxis,REDU11045,703
The sources of knowledge: Understanding and analysing research literature,REDU11046,707
Dissertation (Outdoor Education),REDU11050,NA
Dissertation (Outdoor Environmental Sustainability Education),REDU11051,NA
Dissertation (MSc Education),REDU11052,8
Dissertation (MSc in Digital Education),REDU11064,49
Dissertation (Learning for Sustainability),REDU11071,NA
Activist Social Research,REDU11074,21
Dissertation (Social Justice),REDU11075,10
Dissertation (MSc R Education & Sport),REDU11077,1
Introduction to Social Research Methods,REDU11078,17
Introduction to Social Research Methods,REDU11078,19
Applied Project,REDU11079,NA
Dissertation (MSc Outdoor Environmental Sustainability Education),REDU11080,12
Dissertation (MSc Sport Policy, Management and International Development),REDU11081,84
Dissertation (MSc Dance Science and Education),REDU11082,NA
Dissertation (MSc Education all pathways),REDU11083,187
Dissertation (MSc TESOL),REDU11084,252
Dissertation (MSc Outdoor Education),REDU11085,14
Dissertation (MSc Learning for Sustainability),REDU11086,NA
Dissertation (Language Education),REDU11087,124
Dissertation (MSc Inclusive Education),REDU11088,27
Dissertation ( MSc Dance Science & Education ),REDU11089,49
Critical Data and Education,REDU11091,NA
Dissertation (MSc Language and Intercultural Communication),REDU11092,58
Dissertation: Capstone Approach (MSc CEID),REDU11093,29
Research Project One (Regenerative Medicine and Tissue Repair),REGM11001,16
Research Project Two (Regenerative Medicine and Tissue Repair),REGM11002,16
Research Project Proposal (Regenerative Medicine and Tissue Repair),REGM11003,16
Rotation Project One; PhD with Integrated Studies - Research,REGM11004,NA
Rotation Project Two; PhD with Integrated Studies - Research,REGM11005,NA
PhD Proposal; PhD with Integrated Studies - Research,REGM11006,NA
Reproductive Biology Synoptic Examination,REPB10002,36
Reproductive Biology Project,REPB10003,36
Research Skills in Reproductive Biology,REPB10004,36
Reproductive Biology Project Reflective Portfolio of Learning,REPB10005,36
Theory and Method in the Study of Religion,REST11012,7
Dissertation (MSc in Religious Studies),REST11014,7
Religion and Nationalism: Theory and Performance,REST11019,3
The Practice of Field-Work in the Study of Religion,REST11020,1
Lives of the Buddha in Indian Art and Literature,REST11026,6
South Asia in the World,SAST08003,103
South Asia: Culture, Politics and the Economy,SAST10001,25
Ethnography: Theory and Practice,SCAN08005,123
Empires,SCAN08010,208
Social Anthropology 2: Key Concepts,SCAN08011,126
Social Anthropology 1B: Anthropology Matters,SCAN08012,260
Social Anthropology 1A: The Life Course,SCAN08013,114
Introduction to Social Anthropology,SCAN08015,260
Social life and climate change,SCAN08016,164
The Invention of History,SCAN10010,31
Kinship: Structure and Process,SCAN10021,107
Anthropological Theory,SCAN10022,82
Ritual and Religion,SCAN10023,85
Southeast Asia,SCAN10028,25
Culture and Power,SCAN10030,77
Consumption, Exchange, Technology,SCAN10031,86
Dissertation (MA Social Anthropology),SCAN10036,85
Imagining Anthropological Research,SCAN10037,104
Humans and Other Species,SCAN10057,30
Anthropology of Health and Healing,SCAN10062,36
Anthropology of Christianity,SCAN10064,1
Anthropology and Environment,SCAN10066,32
Anthropology of Sex and Reproduction,SCAN10068,34
Contagion,SCAN10070,33
The Anthropology of Energy in the Global South,SCAN10078,10
The Anthropology of Games and Play,SCAN10079,30
Understanding Medicine: Social Science Perspectives,SCAN10082,13
Anthropology and Sociology of Medicine Dissertation,SCAN10083,13
Anthropology of Health and Migration,SCAN10085,30
Ethnographies of the United States,SCAN10086,28
Anthropology and Africa,SCAN10088,14
War and Peace: Anthropological Perspectives,SCAN10089,30
Waste: Anthropologies of Pollution and Repair,SCAN10090,15
Digital Global Development,SCAN10092,14
Generation and Inheritance: Anthropological Concepts,SCAN10094,13
Collaborative Anthropology,SCAN10095,29
The Invention of History,SCAN11008,15
People First: The Anthropology of International Development,SCAN11027,70
Fluid Mechanics 2,SCEE08003,342
Engineering Thermodynamics 2,SCEE08006,273
Power Engineering 2,SCEE08008,228
Engineering Mathematics 2A,SCEE08009,441
Engineering Mathematics 2B,SCEE08010,515
Engineering Design 1,SCEE08011,397
Engineering Principles 1,SCEE08012,427
Programming Skills for Engineers 2,SCEE08014,427
Professional Development for Engineers 2,SCEE08015,412
Materials 2,SCEE08016,316
Engineering Principles and Design 2,SCEE08017,38
Sensing in the Community 2,SCEE08018,49
Professional Issues for Mechanical Engineers 3,SCEE09001,151
Control and Instrumentation Engineering 3,SCEE09002,307
Partial Differential Equations 3,SCEE09004,121
Membrane Separation Processes 5,SCEE11007,15
Oil and Gas Systems Engineering 5,SCEE11008,28
Interdisciplinary Group Design Project (Engineering),SCEE11014,138
Systems Engineering: Thinking and Practice 5,SCEE11017,20
Scottish Studies 1A: Conceptualising Scotland,SCET08006,74
Scottish Studies 1B: Creating Scotland,SCET08007,70
Scotland and Orality,SCET08008,28
Visualising Scotland,SCET08009,64
Scotland and Heritage,SCET10015,21
Scottish Ethnology Hons Dissertation,SCET10017,3
The Supernatural World,SCET10019,16
Custom, Belief and Community,SCET10020,19
Traditional Song - Gaelic,SCET10025,10
Scottish Studies Dissertation Part A,SCET10029,NA
Scottish Studies Dissertation Part B,SCET10030,1
Ethnological Fieldwork Methods,SCET10032,6
Traditional Music,SCET10034,31
Year Abroad Work for Scottish Ethnology,SCET10037,NA
MSc by Research in Scottish Ethnology Dissertation,SCET11011,NA
Kings and Kindreds: Scotland, Wales and Ireland in the Later Middle Ages,SCHI10005,20
Contemporary Scotland,SCHI10010,14
From Covenanting Revolution to Jacobite Rebellion: Scottish Politics, 1638-1747,SCHI10077,23
Sociology 1A: The Sociological Imagination: Individuals and Society,SCIL08004,414
Sociology 1B: The Sociological Imagination: Private Troubles, Public Problems,SCIL08005,352
Sustainable Development 1a: Introducing Sustainable Development,SCIL08008,139
Sustainable Development 2a: Perspectives on Sustainable Development,SCIL08009,96
Sociology 2a: Thinking Sociologically,SCIL08012,154
Sociology 2b: Researching Social Life,SCIL08013,151
Social Theory,SCIL10018,141
Intimate Relationships,SCIL10023,60
Sociology of the Environment and Risk,SCIL10024,45
Sociology Project,SCIL10045,81
Social & Political Movements: Theory and Practice,SCIL10047,49
Religion and Society,SCIL10058,39
Designing and Doing Social Research,SCIL10062,136
Doing Survey Research,SCIL10063,139
Popular Music, Technology and Society,SCIL10064,50
Nations and Nationalism,SCIL10065,59
Globalization,SCIL10067,51
Race And Ethnicity,SCIL10071,24
Sociology of Emotions,SCIL10072,50
Contemporary Issues in Sociology,SCIL10080,39
The social life of food,SCIL10081,60
Responding to sustainability challenges: critical debates,SCIL10082,44
Sociology of Illicit Markets and Criminal Organisations,SCIL10089,50
Sociology Project Preparation Course,SCIL10091,NA
Sociology of Freedom,SCIL10093,61
The Modern Self and Art,SCIL10094,24
Diversities: Canada and Beyond,SCIL10096,13
Social Demography,SCIL10097,19
Core quantitative data analysis 1 and 2,SCIL11009,111
Globalization,SCIL11016,29
Researching Global Social Change,SCIL11029,73
Key Concepts in Global Social Change,SCIL11030,73
Ethnopolitical Conflict,SCIL11036,22
Sociological Theory for Social Research,SCIL11037,29
Social Network Research: Theories and Analysis,SCIL11042,14
Social Policy and Society,SCPL08004,169
Politics of the Welfare State,SCPL08005,195
Evidence, Politics and Policy,SCPL08010,112
Understanding Public Policy,SCPL08012,113
Comparative Social Policy: Global Perspectives,SCPL08014,76
Research Skills for Social Policy,SCPL08015,57
Educational Politics and Policy,SCPL10005,36
Dissertation (MA Social Policy),SCPL10012,38
Social Inequality and the Life Course,SCPL10020,43
Social Policy Year Abroad Assessment,SCPL10022,2
Population Health and Health Policy,SCPL10029,35
Health Systems: Strengthening and Reform,SCPL10030,7
Health Systems Analysis,SCPL10034,15
Qualitative Research: Principles and Practicalities for Social Policy,SCPL10040,48
Party Politics and Welfare States in Democratic Capitalism,SCPL10041,50
Screening Social Policy,SCPL10042,29
Race, Power, and Social Policy,SCPL10043,22
Understanding sustainable welfare and eco-social policy,SCPL10044,18
Analysing and communicating Social Policy,SCPL10045,61
Population Health and Health Policy,SCPL11017,47
Global and International Social Policy,SCPL11021,40
Social Work: Making A Difference,SCWR08003,60
From Research into Practice: Landmarks in Social Work Research,SCWR08005,49
Working and Relating: Developing Your People Skills,SCWR08007,60
Creative Social Work and the Arts,SCWR08008,58
Human Rights and Social Justice: social work and the law,SCWR08009,101
Understanding Care and Control in Social Work (UG),SCWR10029,23
Professional Practice in Social Work 1 (UG),SCWR10030,23
Working with Self & Others: Skills Theories & Methods (UG),SCWR10031,21
Working with Risk, trust and Complexity (UG),SCWR10032,31
Professional Practice in Social Work 2 (UG),SCWR10033,31
Social Work with Individuals and Families,SCWR10034,22
Social Work in Communities (UG),SCWR10035,21
Social Work Dissertation (UG),SCWR10036,31
Social Work Dissertation Preparation Course,SCWR10037,23
Dissertation (MSW),SCWR11009,25
Doing Social Work Research,SCWR11027,22
Understanding Care and Control in Social Work (PG),SCWR11033,22
Professional Social Work Practice 2,SCWR11035,25
Professional Social Work Practice 1,SCWR11036,21
Working with Self & Others: Skills Theories & Methods,SCWR11037,24
Social Work with Individuals and Families,SCWR11038,21
Social Work in Communities,SCWR11039,21
Working with Risk, trust and Complexity (PG),SCWR11040,22
Mapping Health and Illness Across Societies,SHSS08001,99
Identity and Experience in Health,SHSS08002,81
Learning from the lives of others,SHSS08003,12
Contemporary Issues in Health and Wellbeing,SHSS08004,90
Language and Communication in Health and Society,SHSS08005,91
Ethical Values and Challenges in Care,SHSS10003,35
Understanding and Investigation: Methods for Health Research,SHSS10004,23
