courseCode,cohortSize,Campus
CLGE08003,151,*Central
CLGE08003,151,*Central
CLGE08003,151,*Central
CLGE08003,151,*Central
CLGE08003,151,*Central
CLGE08003,151,*Central
CLGE08003,151,*Central
CLGE08003,151,*Central
CLGE08003,151,*George Square/Buccleuch
CLGE08003,151,*George Square/Buccleuch
CLGE08003,151,*George Square/Buccleuch
CLLC10003,24,*George Square/Buccleuch
CLLC11003,137,0
CLLC11024,49,*George Square/Buccleuch
CLLC11024,49,*Central
CLLC11024,49,*George Square/Buccleuch
CLLC11039,61,*George Square/Buccleuch
CLLC11039,61,*George Square/Buccleuch
CLLC11039,61,*George Square/Buccleuch
CLLC11039,61,*George Square/Buccleuch
CLLC11039,61,*George Square/Buccleuch
CLLC11039,61,*Central
CLLC11039,61,*Central
CLLC11039,61,*George Square/Buccleuch
CLLC11039,61,*Central
CLLC11039,61,*George Square/Buccleuch
CLLC11039,61,*George Square/Buccleuch
CLLC11039,61,*George Square/Buccleuch
CLLC11039,61,*George Square/Buccleuch
CLLC11039,61,*George Square/Buccleuch
CLLC11065,34,*Central
CLLC11065,34,*George Square/Buccleuch
CLLC11065,34,*George Square/Buccleuch
CLLC11065,34,*George Square/Buccleuch
CLLC11065,34,*George Square/Buccleuch
CLLC11065,34,*George Square/Buccleuch
CLLC11065,34,*Central
CLLC11065,34,*George Square/Buccleuch
CLLC11065,34,*George Square/Buccleuch
CLLC11102,NA,*George Square/Buccleuch
CLLC11102,NA,*George Square/Buccleuch
CLLC11102,NA,*George Square/Buccleuch
CLLC11102,NA,*George Square/Buccleuch
CLLC11102,NA,*George Square/Buccleuch
CLLC11102,NA,*George Square/Buccleuch
CLLC11102,NA,*Central
CLLC11102,NA,*Central
CLLC11102,NA,*George Square/Buccleuch
CLLC11102,NA,*Central
CLLC11112,6,*Central
CLLC11127,28,*Central
CLLC11127,28,*Central
CLLC11127,28,*Central
CLLC11127,28,*Central
CLLC11127,28,*George Square/Buccleuch
CLLC11127,28,*George Square/Buccleuch
CLLC11127,28,*George Square/Buccleuch
CLLC11139,23,*Central
CLLC11139,23,*Central
CLLC11139,23,*George Square/Buccleuch
CLLC11145,16,*Central
CLLC11150,68,*Central
CLLC11150,68,*Holyrood
CLLC11150,68,*Holyrood
CLLC11150,68,*Central
CLLC11150,68,*George Square/Buccleuch
CLLC11150,68,*Central
CLLC11151,NA,*George Square/Buccleuch
CLLC11152,2,*George Square/Buccleuch
CLLC11153,56,*George Square/Buccleuch
CLLC11153,56,*George Square/Buccleuch
CLLC11153,56,*George Square/Buccleuch
CLLC11153,56,*George Square/Buccleuch
CLLC11153,56,*Central
CLLC11154,1,*George Square/Buccleuch
CLLC11155,NA,*George Square/Buccleuch
CLLC11156,NA,*George Square/Buccleuch
CLLC11161,42,*George Square/Buccleuch
CLLC11161,42,*George Square/Buccleuch
CLLC11161,42,*Central
CLLC11161,42,*Holyrood
CLLC11161,42,*Holyrood
CLLC11161,42,*George Square/Buccleuch
CLLC11161,42,*George Square/Buccleuch
CLLC11161,42,*George Square/Buccleuch
CLLC11177,1,*George Square/Buccleuch
CLLC11179,1,*George Square/Buccleuch
CLLC11181,17,*Central
CLLC11182,68,*George Square/Buccleuch
CLLC11182,68,*George Square/Buccleuch
CLLC11186,17,*George Square/Buccleuch
CLLC11192,40,*George Square/Buccleuch
CLLC11192,40,*George Square/Buccleuch
CLLC11192,40,*George Square/Buccleuch
CLLC11192,40,*George Square/Buccleuch
CLLC11195,35,*George Square/Buccleuch
CLLC11195,35,*George Square/Buccleuch
CLLC11195,35,*George Square/Buccleuch
CLLC11200,17,*George Square/Buccleuch
CLLC11200,17,*Central
CLLC11203,11,*George Square/Buccleuch
CLLC11204,16,*Central
CLLC11205,8,*Central
CLLC11205,8,*Central
CLPS11009,37,*Central
CLPS11009,37,*Central
CLPS11009,37,*Central
CLPS11009,37,*Central
CLPS11009,37,*Central
CLPS11037,56,*George Square/Buccleuch
CLPS11037,56,*Central
CLPS11037,56,*Central
CLPS11037,56,*Central
CLPS11037,56,*Central
CLPS11037,56,*Central
CLPS11037,56,*Central
CLPS11037,56,*Central
CLPS11037,56,*George Square/Buccleuch
CLPS11037,56,*Central
CLPS11037,56,*Central
CLPS11053,169,*George Square/Buccleuch
CLPS11053,169,*George Square/Buccleuch
CLPS11053,169,*George Square/Buccleuch
CLPS11053,169,*George Square/Buccleuch
CLPS11053,169,*George Square/Buccleuch
CLPS11053,169,*George Square/Buccleuch
CLPS11053,169,*George Square/Buccleuch
CLPS11053,169,*George Square/Buccleuch
CLPS11053,169,*George Square/Buccleuch
CLPS11053,169,*George Square/Buccleuch
CLPS11053,169,*George Square/Buccleuch
CLPS11053,169,*George Square/Buccleuch
CLPS11054,169,*Central
CLPS11054,169,*George Square/Buccleuch
CLPS11054,169,*George Square/Buccleuch
CLPS11054,169,*George Square/Buccleuch
CLPS11054,169,*George Square/Buccleuch
CLPS11054,169,*George Square/Buccleuch
CLPS11054,169,*George Square/Buccleuch
CLPS11054,169,*George Square/Buccleuch
CLPS11054,169,*George Square/Buccleuch
CLPS11054,169,*George Square/Buccleuch
CLPS11054,169,*George Square/Buccleuch
CLPS11054,169,*George Square/Buccleuch
CLPS11054,169,*George Square/Buccleuch
CLPS11054,169,*George Square/Buccleuch
CLPS11054,169,*George Square/Buccleuch
CLPS11054,169,*George Square/Buccleuch
CLPS11056,174,*George Square/Buccleuch
CLPS11056,174,*George Square/Buccleuch
CLPS11056,174,*George Square/Buccleuch
CLPS11056,174,*Central
CLPS11056,174,*George Square/Buccleuch
CLPS11056,174,*Central
CLPS11056,174,*George Square/Buccleuch
CLPS11056,174,*Central
CLPS11056,174,*George Square/Buccleuch
CLPS11056,174,*George Square/Buccleuch
CLPS11056,174,*George Square/Buccleuch
CLPS11056,174,*George Square/Buccleuch
CLPS11056,174,*George Square/Buccleuch
CLPS11056,174,0
CLPS11056,174,0
CLPS11056,174,*George Square/Buccleuch
CLPS11064,6,*Central
CLPS11064,6,*Central
CLPS11064,6,*Central
CLPS11064,6,*Central
CLPS11064,6,*Central
CLPS11066,239,*Central
CLPS11066,239,*Central
CLPS11066,239,*Central
CLPS11066,239,*Central
CLPS11066,239,*Central
CLPS11066,239,*George Square/Buccleuch
CLPS11066,239,*Central
CLPS11066,239,*George Square/Buccleuch
CLPS11066,239,*Central
CLPS11066,239,*Central
CLPS11066,239,*Central
CLPS11066,239,*Central
CLPS11080,56,*George Square/Buccleuch
CLPS11080,56,*Central
CLPS11080,56,*George Square/Buccleuch
CLPS11080,56,*Central
CLPS11080,56,*Central
CLPS11080,56,*Central
CLPS11080,56,*Central
CLPS11081,32,*Central
CLPS11081,32,*George Square/Buccleuch
CLPS11081,32,*Holyrood
CLPS11081,32,*Central
CLPS11086,19,*Central
CLPS11087,23,*George Square/Buccleuch
CLPS11088,34,*Central
CLPS11088,34,*Central
CLPS11088,34,*Central
CLPS11088,34,*Central
CLPS11088,34,*Central
CLPS11088,34,*Central
CLPS11091,19,*Central
CLPS11095,18,*Central
CLPS11095,18,*Central
CLPS11095,18,*Central
CLPS11095,18,*George Square/Buccleuch
CLPS11095,18,*George Square/Buccleuch
CLPS11095,18,*George Square/Buccleuch
CLPS11095,18,*George Square/Buccleuch
CLPS11095,18,*George Square/Buccleuch
CLPS12034,47,*Central
CLPS12034,47,*Central
CLPS12034,47,*Central
CLPS12034,47,*George Square/Buccleuch
CLPS12034,47,0
CLPS12034,47,*George Square/Buccleuch
CLPS12034,47,*George Square/Buccleuch
CLPS12034,47,*George Square/Buccleuch
CLPS12034,47,*Central
CLPS12034,47,*George Square/Buccleuch
CLPS12034,47,*Central
CLPS12034,47,*Central,*Central
CLPS12034,47,*Central,*Central,*Central,*Central,*Central
CLPS12034,47,*Central,*Central
CLPS12035,50,*Central
CLPS12035,50,0
CLPS12035,50,0
CLPS12035,50,*Central
CLPS12035,50,0
CLPS12035,50,*Central
CLPS12035,50,*Central
CLPS12035,50,0
CLPS12035,50,0
CLPS12035,50,*Central
CLTR10003,26,*Central
CLTR10003,26,*Central
CMSE10002,359,*George Square/Buccleuch
CMSE10002,359,*George Square/Buccleuch
CMSE10002,359,*George Square/Buccleuch
CMSE10002,359,*George Square/Buccleuch
CMSE10002,359,*George Square/Buccleuch
CMSE10002,359,*George Square/Buccleuch
CMSE10002,359,*George Square/Buccleuch
CMSE10002,359,*George Square/Buccleuch
CMSE10002,359,*George Square/Buccleuch
CMSE10002,359,*George Square/Buccleuch
CMSE10002,359,*George Square/Buccleuch
CMSE10002,359,*George Square/Buccleuch
CMSE10002,359,*George Square/Buccleuch
CMSE10002,359,*George Square/Buccleuch
CMSE10002,359,*George Square/Buccleuch
CMSE10002,359,*George Square/Buccleuch
CMSE10002,359,*George Square/Buccleuch
CMSE10002,359,*George Square/Buccleuch
CMSE11081,39,*George Square/Buccleuch
CMSE11086,106,*George Square/Buccleuch
CMSE11086,106,*George Square/Buccleuch
CMSE11086,106,*George Square/Buccleuch
CMSE11086,106,*George Square/Buccleuch
CMSE11086,106,0
CMSE11086,106,*George Square/Buccleuch
CMSE11086,106,*George Square/Buccleuch
CMSE11086,106,*George Square/Buccleuch
CMSE11086,106,*George Square/Buccleuch
CMSE11086,106,*George Square/Buccleuch
CMSE11086,106,*George Square/Buccleuch
CMSE11086,106,*George Square/Buccleuch
CMSE11086,106,*George Square/Buccleuch
CMSE11086,106,0
CMSE11086,106,0
CMSE11086,106,0
CMSE11086,106,0
CMSE11086,106,0
CMSE11086,106,0
CMSE11086,106,0
CMSE11086,106,0
CMSE11086,106,*George Square/Buccleuch
CMSE11086,106,*George Square/Buccleuch
CMSE11086,106,*George Square/Buccleuch
CMSE11089,75,*George Square/Buccleuch
CMSE11089,75,*George Square/Buccleuch
CMSE11089,75,*George Square/Buccleuch
CMSE11089,75,*George Square/Buccleuch
CMSE11089,75,*George Square/Buccleuch
CMSE11089,75,*George Square/Buccleuch
CMSE11101,39,*George Square/Buccleuch
CMSE11121,61,*Central
CMSE11121,61,*George Square/Buccleuch
CMSE11170,67,*George Square/Buccleuch
CMSE11170,67,*George Square/Buccleuch
CMSE11175,75,*George Square/Buccleuch
CMSE11175,75,*George Square/Buccleuch
CMSE11175,75,*George Square/Buccleuch
CMSE11175,75,*George Square/Buccleuch
CMSE11177,41,*George Square/Buccleuch
CMSE11244,59,*George Square/Buccleuch
CMSE11244,59,*George Square/Buccleuch
CMSE11244,59,*George Square/Buccleuch
CMSE11245,59,*George Square/Buccleuch
CMSE11245,59,*George Square/Buccleuch
CMSE11245,59,*George Square/Buccleuch
CMSE11245,59,*George Square/Buccleuch
CMSE11245,59,*George Square/Buccleuch
CMSE11245,59,*George Square/Buccleuch
CMSE11246,59,*George Square/Buccleuch
CMSE11246,59,*George Square/Buccleuch
CMSE11277,2,*George Square/Buccleuch
CMSE11277,2,*George Square/Buccleuch
CMSE11277,2,*George Square/Buccleuch
CMSE11285,34,*George Square/Buccleuch
CMSE11289,39,*George Square/Buccleuch
CMSE11338,67,*George Square/Buccleuch
CMSE11342,67,*George Square/Buccleuch
CMSE11342,67,*George Square/Buccleuch
CMSE11342,67,*George Square/Buccleuch
CMSE11342,67,*George Square/Buccleuch
CMSE11380,75,*George Square/Buccleuch
CMSE11380,75,*George Square/Buccleuch
CMSE11388,5,*George Square/Buccleuch
CMSE11388,5,*George Square/Buccleuch
CMSE11392,62,*George Square/Buccleuch
CMSE11392,62,*George Square/Buccleuch
CMSE11392,62,*George Square/Buccleuch
CMSE11392,62,*George Square/Buccleuch
CMSE11392,62,*George Square/Buccleuch
CMSE11392,62,*George Square/Buccleuch
CMSE11392,62,*George Square/Buccleuch
CMSE11392,62,*George Square/Buccleuch
CMSE11392,62,*George Square/Buccleuch
CMSE11392,62,*George Square/Buccleuch
CMSE11392,62,*George Square/Buccleuch
CMSE11392,62,*George Square/Buccleuch
CMSE11392,62,*George Square/Buccleuch
CMSE11392,62,*George Square/Buccleuch
CMSE11392,62,*George Square/Buccleuch
CMSE11392,62,*George Square/Buccleuch
CMSE11392,62,*George Square/Buccleuch
CMSE11401,62,*George Square/Buccleuch
CMSE11401,62,*George Square/Buccleuch
CMSE11401,62,*George Square/Buccleuch
CMSE11401,62,*George Square/Buccleuch
CMSE11401,62,*George Square/Buccleuch
CMSE11401,62,*George Square/Buccleuch
CMSE11401,62,*George Square/Buccleuch
CMSE11401,62,*George Square/Buccleuch
CMSE11401,62,*George Square/Buccleuch
CMSE11401,62,*George Square/Buccleuch
CMSE11401,62,*George Square/Buccleuch
CMSE11401,62,*George Square/Buccleuch
CMSE11401,62,*George Square/Buccleuch
CMSE11401,62,*George Square/Buccleuch
CMSE11403,59,*George Square/Buccleuch
CMSE11407,59,*George Square/Buccleuch
CMSE11407,59,*George Square/Buccleuch
CMSE11407,59,*George Square/Buccleuch
CMSE11407,59,*George Square/Buccleuch
CMSE11428,46,*George Square/Buccleuch
CMSE11428,46,*George Square/Buccleuch
CMSE11431,46,*George Square/Buccleuch
CMSE11431,46,*George Square/Buccleuch
CMSE11431,46,*George Square/Buccleuch
CMSE11431,46,*George Square/Buccleuch
CMSE11431,46,*George Square/Buccleuch
CMSE11431,46,*George Square/Buccleuch
CMSE11432,105,*George Square/Buccleuch
CMSE11432,105,*George Square/Buccleuch
CMSE11432,105,*George Square/Buccleuch
CMSE11432,105,*George Square/Buccleuch
CMSE11432,105,*George Square/Buccleuch
CMSE11432,105,*George Square/Buccleuch
CMSE11432,105,*George Square/Buccleuch
CMSE11433,47,*George Square/Buccleuch
CMSE11433,47,*George Square/Buccleuch
CMSE11433,47,*George Square/Buccleuch
CMSE11469,59,*George Square/Buccleuch
CMSE11478,59,*George Square/Buccleuch
CMSE11478,59,*George Square/Buccleuch
CMSE11478,59,*George Square/Buccleuch
CMSE11479,30,*George Square/Buccleuch
CMSE11479,30,*George Square/Buccleuch
CMSE11485,101,*George Square/Buccleuch
CMSE11485,101,*Central
CMSE11485,101,*George Square/Buccleuch
CMSE11486,53,*George Square/Buccleuch
CMSE11486,53,*George Square/Buccleuch
CMSE11486,53,*George Square/Buccleuch
CMSE11487,53,*George Square/Buccleuch
CMSE11487,53,*George Square/Buccleuch
CMSE11487,53,*George Square/Buccleuch
CMSE11494,21,*George Square/Buccleuch
CMSE11495,35,0
CMSE11495,35,0
CMSE11495,35,0
CMSE11495,35,0
CMSE11498,50,*George Square/Buccleuch
CMSE11498,50,*George Square/Buccleuch
CMSE11498,50,*George Square/Buccleuch
CMSE11505,2,*George Square/Buccleuch
CMSE11505,2,*George Square/Buccleuch
CMSE11532,36,*George Square/Buccleuch
CMSE11532,36,*George Square/Buccleuch
CMSE11534,95,*George Square/Buccleuch
CMSE11534,95,*George Square/Buccleuch
CMSE11534,95,*George Square/Buccleuch
CMSE11534,95,*George Square/Buccleuch
CMSE11534,95,0
CMSE11534,95,0
CMSE11539,34,*George Square/Buccleuch
CMSE11539,34,*Central
CMSE11540,34,*George Square/Buccleuch
CMSE11540,34,*George Square/Buccleuch
CMSE11540,34,*George Square/Buccleuch
CMSE11546,40,*George Square/Buccleuch
CMSE11546,40,*George Square/Buccleuch
CMSE11549,34,*George Square/Buccleuch
CMSE11549,34,*George Square/Buccleuch
CMSE11549,34,*George Square/Buccleuch
CMSE11549,34,*George Square/Buccleuch
CMSE11549,34,*George Square/Buccleuch
CMSE11549,34,*George Square/Buccleuch
CMSE11549,34,*George Square/Buccleuch
CMSE11549,34,*George Square/Buccleuch
CMSE11553,37,*George Square/Buccleuch
CMSE11553,37,0
CMSE11557,29,*George Square/Buccleuch
CMSE11557,29,*George Square/Buccleuch
CMSE11557,29,*George Square/Buccleuch
CMSE11557,29,*George Square/Buccleuch
CMSE11557,29,*George Square/Buccleuch
CMSE11562,44,*George Square/Buccleuch
CMSE11562,44,*George Square/Buccleuch
CMSE11562,44,*George Square/Buccleuch
CMSE11562,44,*George Square/Buccleuch
CMSE11562,44,*George Square/Buccleuch
CMSE11568,34,*George Square/Buccleuch
CMSE11568,34,*George Square/Buccleuch
CMSE11571,44,*George Square/Buccleuch
CMSE11571,44,*George Square/Buccleuch
CMSE11574,28,*George Square/Buccleuch
CMSE11574,28,0
CMSE11581,45,*George Square/Buccleuch
CMSE11581,45,*George Square/Buccleuch
CMSE11581,45,*George Square/Buccleuch
CMSE11581,45,*George Square/Buccleuch
CMSE11581,45,*George Square/Buccleuch
CMSE11581,45,*George Square/Buccleuch
CMSE11585,58,*George Square/Buccleuch
CMSE11585,58,*George Square/Buccleuch
CMSE11585,58,*George Square/Buccleuch
CMSE11585,58,*George Square/Buccleuch
CMSE11585,58,*George Square/Buccleuch
CMSE11590,38,*George Square/Buccleuch
CMSE11590,38,*George Square/Buccleuch
CMSE11611,24,0
CMSE11613,NA,0
CMSE11615,20,0
CMSE11616,26,0
CMSE11619,57,*George Square/Buccleuch
CMSE11619,57,*George Square/Buccleuch
CMSE11619,57,*George Square/Buccleuch
CMSE11622,30,*George Square/Buccleuch
CMSE11624,30,*Central
CMSE11624,30,*George Square/Buccleuch
CMSE11624,30,*George Square/Buccleuch
CMSE11624,30,*George Square/Buccleuch
CMSE11626,25,*George Square/Buccleuch
CMSE11626,25,*George Square/Buccleuch
CMSE11630,62,*George Square/Buccleuch
CMSE11630,62,*George Square/Buccleuch
CMSE11631,61,*Central
CMSE11631,61,*George Square/Buccleuch
CMSE11631,61,0
CMSE11631,61,*George Square/Buccleuch
CMSE11631,61,*Central
CMSE11631,61,*Central
CMSE11632,61,*George Square/Buccleuch
CMSE11632,61,*George Square/Buccleuch
CMSE11632,61,*Central
CMSE11632,61,*George Square/Buccleuch
CMSE11632,61,*George Square/Buccleuch
CMSE11632,61,*George Square/Buccleuch
CMSE11632,61,*George Square/Buccleuch
CMSE11632,61,*George Square/Buccleuch
CMSE11632,61,*George Square/Buccleuch
CMSE11633,44,*George Square/Buccleuch
CMSE11633,44,*George Square/Buccleuch
CNST08002,50,*Central
CNST08002,50,*Central
CNST08002,50,*Central
CNST08002,50,*Central
CNST08002,50,*Central
CNST08002,50,*Central
CNST08002,50,*Holyrood
CNST11014,89,*George Square/Buccleuch
CNST11034,44,*Central
CNST11034,44,*Central
CNST11034,44,*Central
CNST11034,44,*Central
CNST11034,44,*George Square/Buccleuch
CNST11040,59,*Holyrood
CNST11040,59,*Holyrood
CNST11040,59,*Holyrood,*Holyrood
CNST11040,59,*Holyrood
CNST11040,59,*Holyrood
CNST11040,59,*Holyrood
CNST11040,59,*Holyrood
CNST11040,59,*Holyrood
CNST11040,59,*Holyrood
CNST11040,59,*Holyrood
CNST11040,59,*Holyrood
CNST11040,59,*Holyrood
CNST11040,59,*Holyrood
CNST11040,59,*Holyrood
CNST11040,59,*Holyrood
CNST11040,59,*Holyrood
CNST11040,59,*Holyrood
CNST11040,59,*Holyrood
CNST11040,59,*Holyrood
CNST11040,59,*Holyrood
CNST11040,59,*Holyrood
CNST11043,58,*Holyrood
CNST11043,58,*Holyrood
CNST11043,58,*Holyrood
CNST11043,58,*Holyrood
CNST11043,58,*Holyrood
CNST11043,58,*Holyrood
CNST11043,58,*Holyrood
CNST11043,58,*Holyrood
CNST11043,58,*Holyrood
CNST11043,58,*Holyrood
CNST11043,58,*Holyrood
CNST11043,58,*Holyrood
CNST11043,58,*Holyrood
CNST11043,58,*Holyrood
CNST11043,58,*Holyrood
CNST11043,58,*Holyrood
CNST11043,58,*Holyrood
CNST11043,58,*Holyrood
CNST11043,58,*Holyrood
CNST11043,58,*Holyrood
CNST11053,31,*Holyrood
CNST11061,33,*Holyrood
CNST11061,33,*George Square/Buccleuch
CNST11061,33,*Holyrood
CNST11061,33,*Holyrood
CNST11061,33,*Holyrood
CNST11061,33,*Holyrood
CNST11061,33,*Holyrood
CNST11081,33,*Central
CNST11084,103,*George Square/Buccleuch,*George Square/Buccleuch,*George Square/Buccleuch,*George Square/Buccleuch,*George Square/Buccleuch,*George Square/Buccleuch,*Central
CNST11084,103,*Central
CNST11084,103,*Central
CNST11084,103,*Central
CNST11084,103,*Central
CNST11084,103,*George Square/Buccleuch
CNST11084,103,*George Square/Buccleuch
CNST11084,103,*George Square/Buccleuch
CNST11084,103,*George Square/Buccleuch
CNST11084,103,*George Square/Buccleuch,*George Square/Buccleuch,*George Square/Buccleuch,*George Square/Buccleuch,*George Square/Buccleuch,*George Square/Buccleuch,*George Square/Buccleuch
CNST11084,103,*Central
CNST11084,103,*George Square/Buccleuch,*George Square/Buccleuch,*George Square/Buccleuch,*George Square/Buccleuch,*George Square/Buccleuch,*George Square/Buccleuch,*George Square/Buccleuch
CNST11084,103,*George Square/Buccleuch,*George Square/Buccleuch,*George Square/Buccleuch,*George Square/Buccleuch,*George Square/Buccleuch,*George Square/Buccleuch,*George Square/Buccleuch
CNST11084,103,*Central,*George Square/Buccleuch,*George Square/Buccleuch,*George Square/Buccleuch,*George Square/Buccleuch,*George Square/Buccleuch,*George Square/Buccleuch
CNST11084,103,*George Square/Buccleuch,*George Square/Buccleuch,*George Square/Buccleuch,*George Square/Buccleuch,*George Square/Buccleuch,*George Square/Buccleuch,*Central
CNST11087,21,*Central
CNST11087,21,*Central
CNST11088,4,*George Square/Buccleuch
CNST12007,112,*Central
CNST12007,112,*George Square/Buccleuch
CNST12007,112,*George Square/Buccleuch
CNST12007,112,*George Square/Buccleuch
CNST12007,112,*George Square/Buccleuch
CNST12007,112,*Central
CNST12007,112,*Central
CNST12007,112,*Central
CNST12007,112,*Central
CNST12007,112,*Central
CNST12007,112,*George Square/Buccleuch
CNST12014,11,*Central
CNST12015,11,*George Square/Buccleuch
DEBI10021,15,*King's Buildings
DEBI10031,15,*King's Buildings
DEBI10031,15,*King's Buildings
DEBI10032,28,*King's Buildings
DEBI10034,15,*King's Buildings
DEBI10034,15,*King's Buildings
DEBI10034,15,*King's Buildings
DEBI10035,16,*King's Buildings
DEBI10035,16,*King's Buildings
DESI08010,234,*Central
DESI08010,234,*Central
DESI08010,234,*Central
DESI08010,234,*Central
DESI08010,234,*Holyrood
DESI08010,234,*George Square/Buccleuch
DESI08010,234,*Holyrood
DESI08010,234,*Central
DESI08010,234,*Central
DESI08010,234,*Holyrood
DESI08010,234,*George Square/Buccleuch
DESI08010,234,*Central
DESI08010,234,0
DESI08010,234,0
DESI08010,113,*Central
DESI08010,113,*Central
DESI08010,113,*Central
DESI08010,113,*Central
DESI08010,113,*Holyrood
DESI08010,113,*George Square/Buccleuch
DESI08010,113,*Holyrood
DESI08010,113,*Central
DESI08010,113,*Central
DESI08010,113,*Holyrood
DESI08010,113,*George Square/Buccleuch
DESI08010,113,*Central
DESI08010,113,0
DESI08010,113,0
DESI08061,49,0
DESI08061,49,0
DESI08061,49,0
DESI08061,49,*Lauriston
DESI08061,49,0
DESI08061,49,*Lauriston
DESI08061,49,*Lauriston
DESI08063,50,*Lauriston
DESI08063,50,*Lauriston
DESI08063,50,*Lauriston
DESI08063,50,*Lauriston
DESI08063,50,0
DESI08063,50,0
DESI08063,50,*Lauriston
DESI08063,50,*Lauriston
DESI08065,22,*Lauriston
DESI08065,22,*Lauriston
DESI08065,22,0
DESI08065,22,0
DESI08065,22,0
DESI08065,22,0
DESI08065,22,0
DESI08065,22,0
DESI08065,22,*Lauriston
DESI08065,22,*Lauriston
DESI08066,19,*Central
DESI08066,19,*Central
DESI08066,19,*Central
DESI08066,19,*Lauriston
DESI08070,18,*Lauriston
DESI08070,18,*Lauriston
DESI08070,18,*Lauriston
DESI08070,18,*Lauriston
DESI08072,9,*Lauriston
DESI08072,9,0
DESI08072,9,*Lauriston
DESI08074,25,0
DESI08074,25,0
DESI08078,17,*Central
DESI08078,17,*Central
DESI08078,17,*Central
DESI08078,17,*Lauriston,*Lauriston
DESI08078,17,*Lauriston,*Lauriston
DESI08078,17,*Lauriston,*Lauriston
DESI08079,20,*Lauriston
DESI08081,24,0
DESI08081,24,*Lauriston
DESI08081,24,*Central
DESI08083,20,*Lauriston
DESI08088,85,*Lauriston
DESI08088,85,*Lauriston
DESI08088,85,*Lauriston
DESI08088,85,*Lauriston
DESI08088,85,*Lauriston
DESI08088,85,*Lauriston
DESI08093,16,*Lauriston,*Lauriston
DESI08093,16,*Lauriston
DESI08093,16,*Lauriston
DESI08093,16,*Lauriston
DESI08093,16,*Lauriston
DESI08093,16,*Lauriston
DESI08093,16,*Lauriston
DESI08093,16,*Lauriston,*Lauriston
DESI08093,16,0
DESI08094,13,*Lauriston
DESI08094,13,*Lauriston
DESI08094,13,*Lauriston
DESI08094,13,*Lauriston,*Lauriston
DESI08094,13,*Lauriston,*Lauriston
DESI08094,13,*Lauriston
DESI08094,13,*Lauriston
DESI08094,13,*Lauriston
DESI08094,13,*Lauriston
DESI08094,13,*Lauriston
DESI08094,13,0
DESI08094,13,*Central
DESI08095,55,0
DESI08095,55,*Lauriston
DESI08095,55,*Lauriston
DESI08095,55,*Lauriston
DESI08095,55,*Lauriston
DESI08099,35,*Lauriston
DESI08099,35,*Lauriston
DESI08100,25,*Lauriston
DESI08100,25,*Lauriston
DESI08102,31,*Lauriston
DESI08102,31,*Lauriston
DESI08102,31,*Lauriston
DESI08102,31,*Lauriston
DESI08102,31,*Lauriston
DESI08104,22,*Lauriston
DESI08104,22,*Lauriston
DESI08104,22,0
DESI08110,26,*Lauriston
DESI08110,26,0
DESI08111,17,*Central
DESI08111,17,*Lauriston
DESI08111,17,*Lauriston
DESI08113,21,*Lauriston
DESI08113,21,*Lauriston
DESI08113,21,*Lauriston
DESI08113,21,0
DESI08113,21,*Lauriston
DESI08113,21,*Lauriston
DESI08122,16,*Lauriston
DESI08122,16,*Lauriston
DESI08122,16,*Lauriston
DESI08122,16,*Lauriston
DESI08122,16,*Lauriston
DESI08122,16,*Lauriston
DESI08127,35,*Lauriston
DESI08127,35,*Lauriston
DESI08127,35,0
DESI08127,35,0
DESI08127,35,*Lauriston
DESI08127,35,*Lauriston
DESI08127,35,*Lauriston
DESI08127,35,*Lauriston
DESI08127,35,*Lauriston
DESI08127,35,0
DESI08132,17,0
DESI08132,17,*Lauriston
DESI08132,17,0
DESI08132,17,0
DESI08132,17,*Lauriston
DESI08132,17,*Lauriston
DESI08132,17,*Lauriston
DESI08132,17,0
DESI08143,29,*Lauriston
DESI08145,14,0
DESI08145,14,*Lauriston
DESI08145,14,*Lauriston
DESI08149,17,*Lauriston
DESI08149,17,*Lauriston
DESI08149,17,*Lauriston
DESI08149,17,*Lauriston
DESI08150,16,*Lauriston
DESI08150,16,*Lauriston
DESI08150,16,*Lauriston
DESI08150,16,0
DESI08151,64,*Central
DESI08151,64,*Holyrood
DESI08151,64,*Holyrood
DESI08151,64,*Holyrood
DESI08151,64,*Holyrood
DESI08151,64,*Central
DESI08151,64,*Central
DESI08155,21,*Lauriston
DESI08155,21,*Lauriston,*Lauriston
DESI08155,21,*Lauriston,*Lauriston
DESI08155,21,*Lauriston,*Lauriston
DESI08155,21,*Lauriston
DESI08155,21,*Lauriston
DESI08155,21,*Lauriston
DESI08155,21,*Lauriston
DESI08155,21,*Lauriston
DESI08155,21,*Lauriston
DESI09075,8,*Lauriston
DESI09075,8,*Lauriston
DESI09075,8,*Lauriston
DESI09075,8,*Lauriston
DESI09075,8,*Lauriston
DESI09075,8,*Lauriston
DESI09075,8,*Lauriston
DESI09075,8,*Central
DESI09075,8,*Holyrood
DESI09075,8,*Central
DESI09075,8,0
DESI09075,8,*Lauriston
DESI09075,8,*Lauriston
DESI09075,8,*Lauriston
DESI09075,8,*Central
DESI10025,6,*Lauriston
DESI10025,6,*Lauriston
DESI10025,6,*Lauriston
DESI10025,6,0
DESI10031,6,*Lauriston
DESI10031,6,*Lauriston
DESI10031,6,*Lauriston
DESI10045,6,*Lauriston
DESI10045,6,*Lauriston
